# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   75       2.990025619420e-10       6.986635534636e-14      -1.686064511920e-12       1.955198962633e-16       1.645429432918e-11       3.822739699002e-12      -9.894114579092e-15 
   76       3.031052917197e-10       7.215651352097e-14      -1.773601237518e-12       2.007907241045e-16       1.592757183577e-11       3.712369640860e-12      -9.826251217553e-15 
   77       3.072488087388e-10       7.445930689670e-14      -1.862453993276e-12       2.061340134324e-16       1.542359713139e-11       3.606558332793e-12      -9.758927382607e-15 
   78       3.114326713435e-10       7.677243417329e-14      -1.952559651117e-12       2.115500587505e-16       1.494069357240e-11       3.504984299458e-12      -9.689315997426e-15 
   79       3.156559628873e-10       7.909351904086e-14      -2.043853220268e-12       2.170391736230e-16       1.447670774646e-11       3.407229156197e-12      -9.614247840401e-15 
   80       3.199176990372e-10       8.142013390198e-14      -2.136266423314e-12       2.226016761084e-16       1.402954327811e-11       3.312884658036e-12      -9.531043260669e-15 
   81       3.242181836358e-10       8.374987622514e-14      -2.229723058354e-12       2.282378409383e-16       1.359891162893e-11       3.221904005239e-12      -9.440199508645e-15 
   82       3.285578458565e-10       8.608030514557e-14      -2.324142895054e-12       2.339479399965e-16       1.318485140812e-11       3.134304573700e-12      -9.343150846435e-15 
   83       3.329368143272e-10       8.840891895735e-14      -2.419443073705e-12       2.397322569618e-16       1.278719321009e-11       3.050060417050e-12      -9.241470352400e-15 
   84       3.373549012571e-10       9.073315535499e-14      -2.515538115104e-12       2.455910875770e-16       1.240555048468e-11       2.969100345982e-12      -9.136873794979e-15 
   85       3.418115865634e-10       9.305039167495e-14      -2.612339930424e-12       2.515247399176e-16       1.203931040731e-11       2.891306007583e-12      -9.031223506528e-15 
   86       3.463060019986e-10       9.535794513727e-14      -2.709757831099e-12       2.575335346608e-16       1.168762474923e-11       2.816509964659e-12      -8.926532257143e-15 
   87       3.508369152773e-10       9.765307308704e-14      -2.807698538694e-12       2.636178053544e-16       1.134940074773e-11       2.744493775064e-12      -8.824967128499e-15 
